move_doc_number,sku,from_slot_code,quantity_to_pick,store_code,so_no,date_created,sequence_no,group_name,quantity_moved
531,4800016627286,PCK00001,4.00,50,10741,140723,4,,4.00
521,4800016084164,PCK00001,3.00,20,10736,140723,6,,3.00
523,4800016627286,PCK00001,5.00,30,10737,140723,6,,5.00
525,4800016628269,PCK00001,5.00,26,10738,140723,6,,5.00
525,4800016628351,PCK00001,5.00,26,10738,140723,7,,5.00
527,4800016628351,PCK00001,5.00,18,10739,140723,5,,5.00
529,4800016628269,PCK00001,8.00,40,10740,140723,6,,8.00
531,4800016628351,PCK00001,5.00,50,10741,140723,5,,5.00
539,4800016083341,PCK00001,5.00,20,10743,140724,1,,0
539,4800016084164,PCK00001,5.00,20,10743,140724,2,,0
541,4800016628269,PCK00001,4.00,20,10744,140724,1,,0
541,4800016082641,PCK00001,7.00,20,10744,140724,2,,0
541,4800016082917,PCK00001,8.00,20,10744,140724,3,,0
543,4800016628351,PCK00001,6.00,20,10745,140724,1,,0
543,4800016627262,PCK00001,5.00,20,10745,140724,2,,0
545,4800016077005,PCK00001,10.00,20,10746,140724,1,,0
545,4800016627279,PCK00001,7.00,20,10746,140724,2,,0
545,4800016627286,PCK00001,8.00,20,10746,140724,3,,0
547,4807770100468,PCK00001,6.00,20,10747,140724,1,,0
547,4807770100406,PCK00001,5.00,20,10747,140724,2,,0
547,4807770121487,PCK00001,8.00,20,10747,140724,3,,0
549,750515017818,PCK00001,6.00,20,10748,140724,1,,0
549,750515017825,PCK00001,9.00,20,10748,140724,2,,0
551,4807770101694,PCK00001,6.00,20,10749,140724,1,,0
551,750515017627,PCK00001,5.00,20,10749,140724,2,,0
551,4800016627262,PCK00001,9.00,20,10749,140724,3,,0
553,4807770121548,PCK00001,4.00,20,10750,140724,1,,0
553,4807770121555,PCK00001,8.00,20,10750,140724,2,,0
555,4800016083341,PCK00001,6.00,30,10752,140724,1,,0
555,4800016084164,PCK00001,8.00,30,10752,140724,2,,0
557,4800016628269,PCK00001,7.00,30,10753,140724,1,,0
557,4800016082641,PCK00001,9.00,30,10753,140724,2,,0
557,4800016082917,PCK00001,5.00,30,10753,140724,3,,0
559,4800016628351,PCK00001,6.00,30,10754,140724,1,,0
559,4800016627262,PCK00001,7.00,30,10754,140724,2,,0
561,4800016077005,PCK00001,5.00,30,10755,140724,1,,0
561,4800016627279,PCK00001,3.00,30,10755,140724,2,,0
561,4800016627286,PCK00001,8.00,30,10755,140724,3,,0
563,4807770100468,PCK00001,5.00,30,10756,140724,1,,0
563,4807770100406,PCK00001,7.00,30,10756,140724,2,,0
563,4807770121487,PCK00001,5.00,30,10756,140724,3,,0
565,750515017818,PCK00001,5.00,30,10757,140724,1,,0
565,750515017825,PCK00001,8.00,30,10757,140724,2,,0
567,4807770101694,PCK00001,5.00,30,10758,140724,1,,0
567,750515017627,PCK00001,7.00,30,10758,140724,2,,0
567,4800016627262,PCK00001,9.00,30,10758,140724,3,,0
569,4807770121548,PCK00001,5.00,30,10759,140724,1,,0
569,4807770121555,PCK00001,7.00,30,10759,140724,2,,0
571,4800016083341,PCK00001,5.00,26,10760,140724,1,,0
571,4800016084164,PCK00001,5.00,26,10760,140724,2,,0
573,4800016628269,PCK00001,4.00,26,10761,140724,1,,0
573,4800016082641,PCK00001,6.00,26,10761,140724,2,,0
573,4800016082917,PCK00001,7.00,26,10761,140724,3,,0
575,4800016628351,PCK00001,5.00,26,10762,140724,1,,0
575,4800016627262,PCK00001,8.00,26,10762,140724,2,,0
578,4800016077005,PCK00001,5.00,26,10763,140724,1,,0
578,4800016627279,PCK00001,4.00,26,10763,140724,2,,0
578,4800016627286,PCK00001,7.00,26,10763,140724,3,,0
580,4807770100468,PCK00001,5.00,26,10764,140724,1,,0
580,4807770100406,PCK00001,9.00,26,10764,140724,2,,0
580,4807770121487,PCK00001,4.00,26,10764,140724,3,,0
582,750515017818,PCK00001,7.00,26,10765,140724,1,,0
582,750515017825,PCK00001,6.00,26,10765,140724,2,,0
584,4807770101694,PCK00001,5.00,26,10766,140724,1,,0
584,750515017627,PCK00001,4.00,26,10766,140724,2,,0
584,4800016627262,PCK00001,3.00,26,10766,140724,3,,0
586,4807770121548,PCK00001,5.00,26,10767,140724,1,,0
586,4807770121555,PCK00001,3.00,26,10767,140724,2,,0
588,4807770101694,PCK00001,5.00,18,10774,140724,1,,0
588,4807770100468,PCK00001,4.00,18,10772,140724,2,,4.00
588,4807770100406,PCK00001,4.00,18,10772,140724,3,,4.00
588,4807770121487,PCK00001,8.00,18,10772,140724,4,,0
588,4807770121548,PCK00001,3.00,18,10775,140724,5,,0
588,4800016077005,PCK00001,4.00,18,10771,140724,6,,4.00
588,4800016628269,PCK00001,7.00,18,10769,140724,7,,7.00
588,4800016628351,PCK00001,5.00,18,10770,140724,8,,5.00
588,4800016083341,PCK00001,4.00,18,10768,140724,9,,4.00
588,750515017818,PCK00001,5.00,18,10773,140724,10,,5.00
588,750515017825,PCK00001,4.00,18,10773,140724,11,,4.00
588,750515017627,PCK00001,3.00,18,10774,140724,12,,0
588,4800016084164,PCK00001,9.00,18,10768,140724,13,,0
588,4800016082641,PCK00001,5.00,18,10769,140724,14,,0
588,4800016082917,PCK00001,9.00,18,10769,140724,15,,0
588,4800016627262,PCK00001,8.00,18,10770,140724,16,,0
588,4800016627262,PCK00001,2.00,18,10774,140724,17,,0
588,4800016627279,PCK00001,3.00,18,10771,140724,18,,0
588,4800016627286,PCK00001,7.00,18,10771,140724,19,,0
588,4807770121555,PCK00001,4.00,18,10775,140724,20,,0
590,4807770101694,PCK00001,3.00,40,10782,140724,1,,0
590,4807770100468,PCK00001,4.00,40,10780,140724,2,,0
590,4807770100406,PCK00001,3.00,40,10780,140724,3,,0
590,4807770121487,PCK00001,7.00,40,10780,140724,4,,0
590,4807770121548,PCK00001,5.00,40,10783,140724,5,,0
590,4800016077005,PCK00001,4.00,40,10779,140724,6,,0
590,4800016628269,PCK00001,3.00,40,10777,140724,7,,0
590,4800016628351,PCK00001,4.00,40,10778,140724,8,,0
590,4800016083341,PCK00001,3.00,40,10776,140724,9,,0
590,750515017818,PCK00001,4.00,40,10781,140724,10,,0
590,750515017825,PCK00001,3.00,40,10781,140724,11,,0
590,750515017627,PCK00001,2.00,40,10782,140724,12,,0
590,4800016084164,PCK00001,7.00,40,10776,140724,13,,0
590,4800016082641,PCK00001,4.00,40,10777,140724,14,,0
590,4800016082917,PCK00001,7.00,40,10777,140724,15,,0
590,4800016627262,PCK00001,8.00,40,10778,140724,16,,0
590,4800016627262,PCK00001,7.00,40,10782,140724,17,,0
590,4800016627279,PCK00001,3.00,40,10779,140724,18,,0
590,4800016627286,PCK00001,6.00,40,10779,140724,19,,0
590,4807770121555,PCK00001,8.00,40,10783,140724,20,,0
592,4807770101694,PCK00001,3.00,50,10790,140724,1,,0
592,4807770100468,PCK00001,3.00,50,10788,140724,2,,0
592,4807770100406,PCK00001,2.00,50,10788,140724,3,,0
592,4807770121487,PCK00001,2.00,50,10788,140724,4,,0
592,4807770121548,PCK00001,4.00,50,10791,140724,5,,0
592,4800016077005,PCK00001,3.00,50,10787,140724,6,,0
592,4800016628269,PCK00001,4.00,50,10785,140724,7,,0
592,4800016628351,PCK00001,4.00,50,10786,140724,8,,0
592,4800016083341,PCK00001,3.00,50,10784,140724,9,,0
592,750515017818,PCK00001,3.00,50,10789,140724,10,,0
592,750515017825,PCK00001,5.00,50,10789,140724,11,,0
592,750515017627,PCK00001,4.00,50,10790,140724,12,,0
592,4800016084164,PCK00001,7.00,50,10784,140724,13,,0
592,4800016082641,PCK00001,3.00,50,10785,140724,14,,0
592,4800016082917,PCK00001,8.00,50,10785,140724,15,,0
592,4800016627262,PCK00001,7.00,50,10786,140724,16,,0
592,4800016627262,PCK00001,3.00,50,10790,140724,17,,0
592,4800016627279,PCK00001,2.00,50,10787,140724,18,,0
592,4800016627286,PCK00001,6.00,50,10787,140724,19,,0
592,4807770121555,PCK00001,3.00,50,10791,140724,20,,0
594,4807770101694,PCK00001,3.00,1,10793,140724,1,,0
594,4807770121548,PCK00001,4.00,1,10794,140724,2,,0
594,750515017818,PCK00001,4.00,1,10792,140724,3,,4.00
594,750515017825,PCK00001,2.00,1,10792,140724,4,,2.00
594,750515017627,PCK00001,2.00,1,10793,140724,5,,2.00
594,4800016627262,PCK00001,4.00,1,10793,140724,6,,4.00
594,4807770121555,PCK00001,3.00,1,10794,140724,7,,0
596,4807770101694,PCK00001,4.00,2,10796,140724,1,,0
596,4807770121548,PCK00001,2.00,2,10797,140724,2,,0
596,750515017627,PCK00001,3.00,2,10796,140724,3,,3.00
596,4800016627262,PCK00001,2.00,2,10796,140724,4,,2.00
596,4807770121555,PCK00001,6.00,2,10797,140724,5,,0
598,4800016077005,PCK00001,3.00,5,10800,140724,1,,0
598,4800016628351,PCK00001,3.00,5,10799,140724,2,,0
598,4800016627262,PCK00001,8.00,5,10799,140724,3,,0
598,4800016627279,PCK00001,6.00,5,10800,140724,4,,0
598,4800016627286,PCK00001,9.00,5,10800,140724,5,,0
600,4807770101694,PCK00001,5.00,6,10801,140724,1,,0
600,750515017627,PCK00001,7.00,6,10801,140724,2,,0
600,4800016627262,PCK00001,9.00,6,10801,140724,3,,0
602,4807770100468,PCK00001,5.00,20,10802,140724,1,,0
602,4807770100406,PCK00001,3.00,20,10802,140724,2,,3.00
602,4807770121487,PCK00001,7.00,20,10802,140724,3,,7.00
611,4800575420182,PCK00001,1.00,1,10807,140826,1,,0
615,4800086040916,PCK00001,5.00,20,10821,140826,1,,0
618,4805358603059,PCK00001,4.00,20,10822,140916,1,,4.00
618,4805358603080,PCK00001,3.00,20,10822,140916,2,,3.00
620,4805358603059,PCK00001,3.00,20,10823,140917,1,,3.00
620,4805358603080,PCK00001,2.00,20,10823,140917,2,,2.00
622,4805358603059,PCK00001,2.00,30,10824,140917,1,,2.00
622,4805358603080,PCK00001,3.00,30,10824,140917,2,,3.00
624,4805358603059,PCK00001,5.00,40,10825,140917,1,,5.00
624,4805358603080,PCK00001,3.00,40,10825,140917,2,,3.00
627,4805358603059,PCK00001,3.00,20,10826,140917,1,,1.00
627,4805358603080,PCK00001,3.00,20,10826,140917,2,,3.00
