move_doc_number,sku,from_slot_code,quantity_to_pick,store_code,created_at
39,2200865194359,PZ000001,3,80021,130730
39,2200865194366,PZ000001,3,80021,130730
39,2200865194373,PZ000001,3,80021,130730
39,2200865194380,PZ000001,3,80021,130730
39,2200865194397,PZ000001,2,80021,130730
39,2200866274302,PZ000001,3,80021,130730
39,2200866275279,PZ000001,2,80021,130730
39,2200866275286,PZ000001,2,80021,130730
39,2200866275293,PZ000001,2,80021,130730
39,2200866275309,PZ000001,1,80021,130730
39,2200866275316,PZ000001,2,80021,130730
39,2200866349918,PZ000001,1,80021,130730
39,2200866349932,PZ000001,3,80021,130730
39,2200866349949,PZ000001,3,80021,130730
39,2200866349963,PZ000001,2,80021,130730
39,2200866350310,PZ000001,1,80021,130730
39,2200866350327,PZ000001,3,80021,130730
39,2200866350334,PZ000001,3,80021,130730
39,2200866350341,PZ000001,3,80021,130730
39,2200866350365,PZ000001,2,80021,130730
39,2200866351539,PZ000001,2,80021,130730
39,2200866351546,PZ000001,2,80021,130730
39,2200866351553,PZ000001,2,80021,130730
39,2200866351591,PZ000001,3,80021,130730
39,2200866423878,PZ000001,1,80021,130730
39,2200866423885,PZ000001,3,80021,130730
39,2200866423892,PZ000001,3,80021,130730
39,2200866472401,PZ000001,2,80021,130730
39,2200866472425,PZ000001,2,80021,130730
39,2200866474078,PZ000001,4,80021,130730
39,2200866474085,PZ000001,5,80021,130730
39,2200866474221,PZ000001,1,80021,130730
39,2200866474238,PZ000001,3,80021,130730
39,2200866474245,PZ000001,2,80021,130730
39,2200866474269,PZ000001,2,80021,130730
39,2200866474276,PZ000001,2,80021,130730
39,2200866474368,PZ000001,3,80021,130730
39,2200866474405,PZ000001,2,80021,130730
39,2200866763936,PZ000001,6,80021,130730
39,2200866765190,PZ000001,2,80021,130730
39,2200866765206,PZ000001,5,80021,130730
39,2200866765220,PZ000001,5,80021,130730
39,2200866765862,PZ000001,3,80021,130730
39,2200866765893,PZ000001,2,80021,130730
39,2200866766425,PZ000001,3,80021,130730
39,2200866766432,PZ000001,3,80021,130730
39,2200866766449,PZ000001,3,80021,130730
39,2200866766661,PZ000001,2,80021,130730
39,2200866766678,PZ000001,5,80021,130730
39,2200866766692,PZ000001,5,80021,130730
39,2200866766968,PZ000001,3,80021,130730
39,2200866766982,PZ000001,3,80021,130730
39,2200866767712,PZ000001,3,80021,130730
39,2200866767729,PZ000001,2,80021,130730
39,2200866767743,PZ000001,4,80021,130730
39,2200866767835,PZ000001,3,80021,130730
39,2200866767842,PZ000001,2,80021,130730
39,2200866767859,PZ000001,3,80021,130730
40,2200866272940,PZ000001,3,80021,130730
41,2200866231367,PZ000001,1,80021,130730
40,2200866272957,PZ000001,2,80021,130730
41,2200866231374,PZ000001,1,80021,130730
40,2200866350648,PZ000001,1,80021,130730
41,2200866231497,PZ000001,2,80021,130730
40,2200866350655,PZ000001,2,80021,130730
40,2200866350662,PZ000001,2,80021,130730
41,2200866366809,PZ000001,2,80021,130730
40,2200866350679,PZ000001,2,80021,130730
41,2200866366816,PZ000001,2,80021,130730
40,2200866470315,PZ000001,1,80021,130730
41,2200866366922,PZ000001,2,80021,130730
40,2200866471114,PZ000001,2,80021,130730
41,2200866377010,PZ000001,2,80021,130730
40,2200866471657,PZ000001,2,80021,130730
41,2200866377027,PZ000001,1,80021,130730
40,2200866471664,PZ000001,2,80021,130730
41,2200866403641,PZ000001,2,80021,130730
40,2200866471671,PZ000001,1,80021,130730
41,2200866445276,PZ000001,2,80021,130730
40,2200866471695,PZ000001,2,80021,130730
40,2200866474863,PZ000001,2,80021,130730
41,2200866445306,PZ000001,3,80021,130730
40,2200866474870,PZ000001,2,80021,130730
41,2200866465250,PZ000001,2,80021,130730
40,2200866474887,PZ000001,2,80021,130730
41,2200866555715,PZ000001,3,80021,130730
40,2200866474900,PZ000001,2,80021,130730
41,2200866555722,PZ000001,2,80021,130730
40,2200866474917,PZ000001,1,80021,130730
41,2200866555739,PZ000001,4,80021,130730
40,2200866475181,PZ000001,2,80021,130730
41,2200866555746,PZ000001,3,80021,130730
40,2200866475198,PZ000001,2,80021,130730
41,2200866626996,PZ000001,3,80021,130730
40,2200866475204,PZ000001,2,80021,130730
41,2200866627009,PZ000001,3,80021,130730
40,2200866475211,PZ000001,2,80021,130730
40,2200866475228,PZ000001,1,80021,130730
41,2200866627016,PZ000001,4,80021,130730
40,2200866475235,PZ000001,2,80021,130730
41,2200866627030,PZ000001,3,80021,130730
41,2200866627047,PZ000001,2,80021,130730
41,2200866627092,PZ000001,2,80021,130730
41,2200866627108,PZ000001,2,80021,130730
41,2200866678520,PZ000001,2,80021,130730
41,2200866678537,PZ000001,2,80021,130730
41,2200866678568,PZ000001,2,80021,130730
41,2200866681209,PZ000001,3,80021,130730
41,2200866681216,PZ000001,2,80021,130730
41,2200866681223,PZ000001,3,80021,130730
41,2200866681230,PZ000001,2,80021,130730
41,2200866681247,PZ000001,2,80021,130730
41,2200866759083,PZ000001,2,80021,130730
41,2200866759090,PZ000001,3,80021,130730
42,2200865194359,PZ000001,3,80021,130730
42,2200865194366,PZ000001,3,80021,130730
42,2200865194373,PZ000001,3,80021,130730
42,2200865194380,PZ000001,3,80021,130730
42,2200865194397,PZ000001,2,80021,130730
42,2200866274302,PZ000001,3,80021,130730
42,2200866275279,PZ000001,2,80021,130730
42,2200866275286,PZ000001,2,80021,130730
42,2200866275293,PZ000001,2,80021,130730
42,2200866275309,PZ000001,1,80021,130730
42,2200866275316,PZ000001,2,80021,130730
42,2200866349918,PZ000001,1,80021,130730
42,2200866349932,PZ000001,3,80021,130730
42,2200866349949,PZ000001,3,80021,130730
42,2200866349963,PZ000001,2,80021,130730
42,2200866350310,PZ000001,1,80021,130730
42,2200866350327,PZ000001,3,80021,130730
42,2200866350334,PZ000001,3,80021,130730
42,2200866350341,PZ000001,3,80021,130730
42,2200866350365,PZ000001,2,80021,130730
42,2200866351539,PZ000001,2,80021,130730
42,2200866351546,PZ000001,2,80021,130730
42,2200866351553,PZ000001,2,80021,130730
42,2200866351591,PZ000001,3,80021,130730
42,2200866423878,PZ000001,1,80021,130730
42,2200866423885,PZ000001,3,80021,130730
42,2200866423892,PZ000001,3,80021,130730
42,2200866472401,PZ000001,2,80021,130730
42,2200866472425,PZ000001,2,80021,130730
42,2200866474078,PZ000001,4,80021,130730
42,2200866474085,PZ000001,5,80021,130730
42,2200866474221,PZ000001,1,80021,130730
42,2200866474238,PZ000001,3,80021,130730
42,2200866474245,PZ000001,2,80021,130730
42,2200866474269,PZ000001,2,80021,130730
42,2200866474276,PZ000001,2,80021,130730
42,2200866474368,PZ000001,3,80021,130730
42,2200866474405,PZ000001,2,80021,130730
42,2200866763936,PZ000001,6,80021,130730
42,2200866765190,PZ000001,2,80021,130730
42,2200866765206,PZ000001,5,80021,130730
42,2200866765220,PZ000001,5,80021,130730
42,2200866765862,PZ000001,3,80021,130730
42,2200866765893,PZ000001,2,80021,130730
42,2200866766425,PZ000001,3,80021,130730
42,2200866766432,PZ000001,3,80021,130730
42,2200866766449,PZ000001,3,80021,130730
42,2200866766661,PZ000001,2,80021,130730
42,2200866766678,PZ000001,5,80021,130730
42,2200866766692,PZ000001,5,80021,130730
42,2200866766968,PZ000001,3,80021,130730
42,2200866766982,PZ000001,3,80021,130730
42,2200866767712,PZ000001,3,80021,130730
42,2200866767729,PZ000001,2,80021,130730
42,2200866767743,PZ000001,4,80021,130730
42,2200866767835,PZ000001,3,80021,130730
42,2200866767842,PZ000001,2,80021,130730
42,2200866767859,PZ000001,3,80021,130730
43,2200865194359,PZ000001,3,80021,130730
43,2200865194366,PZ000001,3,80021,130730
43,2200865194373,PZ000001,3,80021,130730
43,2200865194380,PZ000001,3,80021,130730
43,2200865194397,PZ000001,2,80021,130730
43,2200866274302,PZ000001,3,80021,130730
43,2200866275279,PZ000001,2,80021,130730
43,2200866275286,PZ000001,2,80021,130730
43,2200866275293,PZ000001,2,80021,130730
43,2200866275309,PZ000001,1,80021,130730
43,2200866275316,PZ000001,2,80021,130730
43,2200866349918,PZ000001,1,80021,130730
43,2200866349932,PZ000001,3,80021,130730
43,2200866349949,PZ000001,3,80021,130730
43,2200866349963,PZ000001,2,80021,130730
43,2200866350310,PZ000001,1,80021,130730
43,2200866350327,PZ000001,3,80021,130730
43,2200866350334,PZ000001,3,80021,130730
43,2200866350341,PZ000001,3,80021,130730
43,2200866350365,PZ000001,2,80021,130730
43,2200866351539,PZ000001,2,80021,130730
43,2200866351546,PZ000001,2,80021,130730
43,2200866351553,PZ000001,2,80021,130730
43,2200866351591,PZ000001,3,80021,130730
43,2200866423878,PZ000001,1,80021,130730
43,2200866423885,PZ000001,3,80021,130730
43,2200866423892,PZ000001,3,80021,130730
43,2200866472401,PZ000001,2,80021,130730
43,2200866472425,PZ000001,2,80021,130730
43,2200866474078,PZ000001,4,80021,130730
43,2200866474085,PZ000001,5,80021,130730
43,2200866474221,PZ000001,1,80021,130730
43,2200866474238,PZ000001,3,80021,130730
43,2200866474245,PZ000001,2,80021,130730
43,2200866474269,PZ000001,2,80021,130730
43,2200866474276,PZ000001,2,80021,130730
43,2200866474368,PZ000001,3,80021,130730
43,2200866474405,PZ000001,2,80021,130730
43,2200866763936,PZ000001,6,80021,130730
43,2200866765190,PZ000001,2,80021,130730
43,2200866765206,PZ000001,5,80021,130730
43,2200866765220,PZ000001,5,80021,130730
43,2200866765862,PZ000001,3,80021,130730
43,2200866765893,PZ000001,2,80021,130730
43,2200866766425,PZ000001,3,80021,130730
43,2200866766432,PZ000001,3,80021,130730
43,2200866766449,PZ000001,3,80021,130730
43,2200866766661,PZ000001,2,80021,130730
43,2200866766678,PZ000001,5,80021,130730
43,2200866766692,PZ000001,5,80021,130730
43,2200866766968,PZ000001,3,80021,130730
43,2200866766982,PZ000001,3,80021,130730
43,2200866767712,PZ000001,3,80021,130730
43,2200866767729,PZ000001,2,80021,130730
43,2200866767743,PZ000001,4,80021,130730
43,2200866767835,PZ000001,3,80021,130730
43,2200866767842,PZ000001,2,80021,130730
43,2200866767859,PZ000001,3,80021,130730
44,2200866272940,PZ000001,3,80021,130730
44,2200866272957,PZ000001,2,80021,130730
44,2200866350648,PZ000001,1,80021,130730
44,2200866350655,PZ000001,2,80021,130730
44,2200866350662,PZ000001,2,80021,130730
44,2200866350679,PZ000001,2,80021,130730
44,2200866470315,PZ000001,1,80021,130730
44,2200866471114,PZ000001,2,80021,130730
44,2200866471657,PZ000001,2,80021,130730
44,2200866471664,PZ000001,2,80021,130730
44,2200866471671,PZ000001,1,80021,130730
44,2200866471695,PZ000001,2,80021,130730
44,2200866474863,PZ000001,2,80021,130730
44,2200866474870,PZ000001,2,80021,130730
44,2200866474887,PZ000001,2,80021,130730
44,2200866474900,PZ000001,2,80021,130730
44,2200866474917,PZ000001,1,80021,130730
44,2200866475181,PZ000001,2,80021,130730
44,2200866475198,PZ000001,2,80021,130730
44,2200866475204,PZ000001,2,80021,130730
44,2200866475211,PZ000001,2,80021,130730
44,2200866475228,PZ000001,1,80021,130730
44,2200866475235,PZ000001,2,80021,130730
45,2200866231367,PZ000001,1,80021,130730
45,2200866231374,PZ000001,1,80021,130730
45,2200866231497,PZ000001,2,80021,130730
45,2200866366809,PZ000001,2,80021,130730
45,2200866366816,PZ000001,2,80021,130730
45,2200866366922,PZ000001,2,80021,130730
45,2200866377010,PZ000001,2,80021,130730
45,2200866377027,PZ000001,1,80021,130730
45,2200866403641,PZ000001,2,80021,130730
45,2200866445276,PZ000001,2,80021,130730
45,2200866445306,PZ000001,3,80021,130730
45,2200866465250,PZ000001,2,80021,130730
45,2200866555715,PZ000001,3,80021,130730
45,2200866555722,PZ000001,2,80021,130730
45,2200866555739,PZ000001,4,80021,130730
45,2200866555746,PZ000001,3,80021,130730
45,2200866626996,PZ000001,3,80021,130730
45,2200866627009,PZ000001,3,80021,130730
45,2200866627016,PZ000001,4,80021,130730
45,2200866627030,PZ000001,3,80021,130730
45,2200866627047,PZ000001,2,80021,130730
45,2200866627092,PZ000001,2,80021,130730
45,2200866627108,PZ000001,2,80021,130730
45,2200866678520,PZ000001,2,80021,130730
45,2200866678537,PZ000001,2,80021,130730
45,2200866678568,PZ000001,2,80021,130730
45,2200866681209,PZ000001,3,80021,130730
45,2200866681216,PZ000001,2,80021,130730
45,2200866681223,PZ000001,3,80021,130730
45,2200866681230,PZ000001,2,80021,130730
45,2200866681247,PZ000001,2,80021,130730
45,2200866759083,PZ000001,2,80021,130730
45,2200866759090,PZ000001,3,80021,130730
46,2200865194359,PZ000001,3,884,130730
46,2200865194366,PZ000001,3,884,130730
46,2200865194373,PZ000001,3,884,130730
46,2200865194380,PZ000001,3,884,130730
46,2200865194397,PZ000001,2,884,130730
46,2200866274302,PZ000001,3,884,130730
46,2200866275279,PZ000001,2,884,130730
46,2200866275286,PZ000001,2,884,130730
46,2200866275293,PZ000001,2,884,130730
46,2200866275309,PZ000001,1,884,130730
46,2200866275316,PZ000001,2,884,130730
46,2200866349918,PZ000001,1,884,130730
46,2200866349932,PZ000001,3,884,130730
46,2200866349949,PZ000001,3,884,130730
46,2200866349963,PZ000001,2,884,130730
46,2200866350310,PZ000001,1,884,130730
46,2200866350327,PZ000001,3,884,130730
46,2200866350334,PZ000001,3,884,130730
46,2200866350341,PZ000001,3,884,130730
46,2200866350365,PZ000001,2,884,130730
46,2200866351539,PZ000001,2,884,130730
46,2200866351546,PZ000001,2,884,130730
46,2200866351553,PZ000001,2,884,130730
46,2200866351591,PZ000001,3,884,130730
46,2200866423878,PZ000001,1,884,130730
46,2200866423885,PZ000001,3,884,130730
46,2200866423892,PZ000001,3,884,130730
46,2200866472401,PZ000001,2,884,130730
46,2200866472425,PZ000001,2,884,130730
46,2200866474078,PZ000001,4,884,130730
46,2200866474085,PZ000001,5,884,130730
46,2200866474221,PZ000001,1,884,130730
46,2200866474238,PZ000001,3,884,130730
46,2200866474245,PZ000001,2,884,130730
46,2200866474269,PZ000001,2,884,130730
46,2200866474276,PZ000001,2,884,130730
46,2200866474368,PZ000001,3,884,130730
46,2200866474405,PZ000001,2,884,130730
46,2200866763936,PZ000001,6,884,130730
46,2200866765190,PZ000001,2,884,130730
46,2200866765206,PZ000001,5,884,130730
46,2200866765220,PZ000001,5,884,130730
46,2200866765862,PZ000001,3,884,130730
46,2200866765893,PZ000001,2,884,130730
46,2200866766425,PZ000001,3,884,130730
46,2200866766432,PZ000001,3,884,130730
46,2200866766449,PZ000001,3,884,130730
46,2200866766661,PZ000001,2,884,130730
46,2200866766678,PZ000001,5,884,130730
46,2200866766692,PZ000001,5,884,130730
46,2200866766968,PZ000001,3,884,130730
46,2200866766982,PZ000001,3,884,130730
46,2200866767712,PZ000001,3,884,130730
46,2200866767729,PZ000001,2,884,130730
46,2200866767743,PZ000001,4,884,130730
46,2200866767835,PZ000001,3,884,130730
46,2200866767842,PZ000001,2,884,130730
46,2200866767859,PZ000001,3,884,130730
47,2200813137674,PZ000001,10,80021,130730
48,2200866415194,PZ000001,1,80021,130730
49,406,PZ000001,1,884,130730
50,2895538200000,PZ000001,1,820,130730
51,2200828955256,PZ000001,2,80021,130730
52,406,PZ000001,1,,
53,2200828955256,PZ000001,1,80011,130730
54,2200828955256,PZ000001,3,820,130801
54,2200828955263,PZ000001,3,820,130801
54,2200828955331,PZ000001,4,820,130801
54,2200837202006,PZ000001,3,820,130801
54,2200837202037,PZ000001,2,820,130801
54,2200837202044,PZ000001,1,820,130801
54,2200856058813,PZ000001,3,820,130801
54,2200860198246,PZ000001,3,820,130801
54,2200860198260,PZ000001,5,820,130801
55,2200866415170,PZ000001,4,820,150909
56,2200813137544,RZ000001,1,,
57,28994886,PZ000001,1,820,160115
57,28994893,PZ000001,1,820,160115
58,2200879483302,PZ000001,50,884,160229
58,2200879483333,PZ000001,50,884,160229
58,2200879483371,PZ000001,50,884,160229
58,2200879483555,PZ000001,50,884,160229
59,2200879966591,PZ000001,50,884,160229
59,2200879966614,PZ000001,50,884,160229
59,2200879966768,PZ000001,50,884,160229
59,5045470263383,PZ000001,50,884,160229
60,2200828955256,PZ000001,49,893,160316
60,2895528300000,PZ000001,12,893,160316
60,2200879966515,PZ000001,100,893,160316
60,2200879966607,PZ000001,100,893,160316
61,2200879890711,PZ000001,15,820,160321
62,2200879890711,PZ000001,15,884,160229
63,2200879942229,PZ000001,50,820,160430
64,2200879942229,PZ000001,50,944,160430
65,2200879481087,PZ000001,100,820,160331
66,2200879481087,PZ000001,300,893,160331
67,2200879481087,PZ000001,100,944,160331
68,2200879481087,PZ000001,400,884,160331
69,2200879481087,PZ000001,100,820,160331
70,2200879966393,PZ000001,25,820,160331
