sku,upc,short_description,description,vendor,dept_code,sub_dept,class,sub_class,set_code
900270,4800086040862,SELCTACORD,"SELCTACORDUO BW110ML          ",50002,200,220,211,206,0
900271,4800086039576,SELCTACORD,"SELCTACORDISCHO120ML          ",50002,200,220,211,204,0
900272,4800086039569,SELCTCORDI,"SELCT CORDISCVA120ML          ",50002,200,220,211,204,0
900273,4800086134271,SELCTPINIP,"SELCT PINIPIG VA65ML          ",50002,200,220,211,203,0
900274,4800086036506,SELECTAICS,"SELECTA ICS QR 70ML           ",50002,200,220,211,203,0
900275,4800086036513,SELECTAICS,"SELECTA ICS CC 70ML           ",50002,200,220,211,203,0
900276,4800086036520,SELECTAICS,"SELECTA ICS VRR 70ML          ",50002,200,220,211,203,0
900277,4800086036490,SELECTAICS,"SELECTA ICS DD 70ML           ",50002,200,220,211,203,0
900278,4800086038715,SELECTAICS,"SELECTA ICS BS 70ML           ",50002,200,220,211,203,0
900279,4800086040930,SELECTPPIC,"SELECT PP ICS RB60ML          ",50002,200,220,211,201,0
900280,4800086040947,SELECTPPIC,"SELECT PP ICS CH60ML          ",50002,200,220,211,201,0
900281,8851932199797,SELECTPPIC,"SELECT PP ICS JS58ML          ",50002,200,220,211,201,0
900282,8851932295901,SELECTPPIC,"SELECT PP ICS TR50ML          ",50002,200,220,211,201,0
900283,4800086039729,SELECTPPIC,"SELECT PP ICS TC70ML          ",50002,200,220,211,201,0
900284,4800086039712,SELECTPPIC,"SELECT PP ICS TO70ML          ",50002,200,220,211,201,0
900285,8888077102061,MEIJIHELLO,"MEIJI HELLOPANDA FOIL CHOCO35G",30106,200,260,230,201,0
900286,8888077101101,MEIJIYANYA,"MEIJI YANYAN CHOCOLATE 50G    ",30106,200,260,230,204,0
900287,49771992,MEIJICHOCO,"MEIJI CHOCOBABY CHOCO 34G     ",30106,200,230,215,204,0
900288,8888077108308,MEIJIHELLO,"MEIJI HELLO PANDA CHOCO 43G   ",30106,200,260,230,201,0
900289,8888077101224,MEIJIYANYA,"MEIJI YANYAN DOUBLE CREAM 44G ",30106,200,260,230,204,0
900290,4902777009643,MEIJIBIGBA,"MEIJI BIG BAR BLACK CHOCO 55G ",30106,200,230,215,201,0
900291,4902777237930,MEIJIMACAD,"MEIJI MACADAMIA CHOCOLATE 67G ",30106,200,230,215,204,0
900292,49770568,MEIJIAPOLL,"MEIJI APOLLO CHOCOLATE 48G    ",30106,200,230,215,204,0
900293,4902777017761,MEIJIBARBL,"MEIJI BAR BLACK CHOCOLATE 45G ",30106,200,230,215,201,0
900294,8888077108322,MEIJIHELLO,"MEIJI HELLOPANDA STRAWBERRY43G",30106,200,260,230,201,0
900295,8888077103259,MEIJIHELLO,"MEIJI HELLOPANDA FOIL STRAW35G",30106,200,260,230,201,0
900296,8888077101125,MEIJIYANYA,"MEIJI YANYAN STRAWBERRY 50G   ",30106,200,260,230,204,0
900297,8888077101200,MEIJIYANYA,"MEIJI YANYAN VANILLA 50G      ",30106,200,260,230,204,0
900298,4902777235547,MEJIPUCCAC,"MEJI PUCCA CHOCO 52G          ",30106,200,260,230,201,0
900299,4902777009728,MEIJIBIGBA,"MEIJI BIG BAR MILK CHOCO 55G  ",30106,200,230,215,201,0
900300,8994504124312,MEIJILUCKY,"MEIJI LUCKY STICK CHOCOLATE45G",30106,200,260,230,204,0
900301,8888077101378,MEIJIYANYA,"MEIJI YANYAN HAZELNUT 44G     ",30106,200,260,230,204,0
900302,8888077108421,MEIJIHELLO,"MEIJI HELLOPANDA DBLE CREAM43G",30106,200,260,230,201,0
900303,8888077108476,MEIJIHELOP,"MEIJI HELOPANDA FOIL DBLCRM35G",30106,200,260,230,201,0
900304,4902777251714,MEIJIALMON,"MEIJI ALMOND BALL CHOCO 74G   ",30106,200,230,215,204,0
900305,77043103807,STIVESFRES,"ST IVES FRESHSKIN1OZ          ",30106,400,410,403,405,0
900306,4803925033100,PEPSIREGUL,"PEPSI REGULAR 330ML           ",30079,200,210,201,206,0
900307,4803925033384,PEPSIMAXML,"PEPSI MAX 330ML               ",30079,200,210,201,204,0
900308,4803925033117,PEPSILIGHT,"PEPSI LIGHT 330ML             ",30079,200,210,201,204,0
900309,4803925033124,UPREGULARM,"7 UP REGULAR 330ML            ",30079,200,210,201,205,0
900310,4803925033131,"UPDIETML  ","7 UP DIET 330ML               ",30079,200,210,201,205,0
900311,4803925033162,MIRINDAORA,"MIRINDA ORANGE  330ML         ",30079,200,210,201,205,0
900312,4803925033155,MUGROOTBEE,"MUG ROOTBEER  330ML           ",30079,200,210,201,205,0
900313,4803925033148,MOUNTAINDE,"MOUNTAIN DEW  330ML           ",30079,200,210,201,205,0
900314,4803925251108,PEPSIREGUL,"PEPSI REGULAR 500ML           ",30079,200,210,201,203,0
900315,4803925251320,PEPSIMAXML,"PEPSI MAX 500ML               ",30079,200,210,201,201,0
900316,4803925251122,UPREGULARM,"7 UP REGULAR 500ML            ",30079,200,210,201,202,0
900317,4803925251160,MIRINDAORA,"MIRINDA ORANGE 500ML          ",30079,200,210,201,202,0
900318,4803925251146,MOUNTAINDE,"MOUNTAIN DEW 500ML            ",30079,200,210,201,202,0
900319,4803925120213,PEPSIREGUL,"PEPSI REGULAR 2L              ",30079,200,210,201,203,0
900320,4803925120145,"PEPSIMAXL ","PEPSI MAX 2L                  ",30079,200,210,201,201,0
900321,4803925120220,PEPSILIGHT,"PEPSI LIGHT 2L                ",30079,200,210,201,201,0
900322,4803925120237,UPREGULARL,"7 UP REGULAR 2L               ",30079,200,210,201,202,0
900323,4803925120244,MIRINDAORA,"MIRINDA ORANGE 2L             ",30079,200,210,201,202,0
900324,4803925120251,MUGROOTBEE,"MUG ROOTBEER  2L              ",30079,200,210,201,202,0
900325,4803925120268,MOUNTAINDE,"MOUNTAIN DEW  2L              ",30079,200,210,201,202,0
900326,4803925350030,GATORADEOR,"GATORADE ORANGE CHILL 350ML   ",30079,200,210,204,204,0
900327,4803925350054,GATORADEBL,"GATORADE BLUE BOLT 350 ML     ",30079,200,210,204,204,0
900328,4803925350016,GATORADETR,"GATORADE TROPICAL FRUIT 350ML ",30079,200,210,204,204,0
900329,4803925350023,GATORADEGR,"GATORADE GRAPE 350ML          ",30079,200,210,204,204,0
900330,4803925350047,GATORADELE,"GATORADE LEMON LIME 350ML     ",30079,200,210,204,204,0
900331,4803925350061,GATORADEPI,"GATORADE PINK LEMONADE 350ML  ",30079,200,210,204,204,0
900332,4803925061127,GATORADEOR,"GATORADE ORANGE CHILL 500ML   ",30079,200,210,204,204,0
900333,4803925061141,GATORADEBL,"GATORADE BLUE BOLT 500ML      ",30079,200,210,204,204,0
900334,4803925061103,GATORADETR,"GATORADE TROPICAL FRUIT 500ML ",30079,200,210,204,204,0
900335,4803925061110,GATORADEGR,"GATORADE GRAPE 500ML          ",30079,200,210,204,204,0
900336,4803925061134,GATORADELE,"GATORADE LEMON LIME 500ML     ",30079,200,210,204,204,0
900337,4803925062155,GATORADEPI,"GATORADE PINK LEMONADE 500ML  ",30079,200,210,204,204,0
900338,4803925062223,GATORADELO,"GATORADE LOW CARB GRAPE 500ML ",30079,200,210,204,204,0
900339,4803925062216,GATORADELO,"GATORADE LOW CARB LIME 500ML  ",30079,200,210,204,204,0
900340,4803925241109,GATORADEOR,"GATORADE ORANGE CHILL 1.5L    ",30079,200,210,204,204,0
900341,4803925241130,GATORADEBL,"GATORADE BLUE BOLT 1.5L       ",30079,200,210,204,204,0
900342,4803925241123,GATORADETR,"GATORADE TROPICAL FRUIT 1.5L  ",30079,200,210,204,204,0
900343,4803925241116,GATORADEGR,"GATORADE GRAPE 1.5L           ",30079,200,210,204,204,0
900344,4803925280016,GATORADEPR,"GATORADE PROPEL APPLE 500ML   ",30079,200,210,204,204,0
900345,4803925280009,GATORADEPR,"GATORADE PROPEL ORANGE 500ML  ",30079,200,210,204,204,0
900346,4803925380006,TROPICANAC,"TROPICANA COCO QUENCH 330ML   ",30079,200,210,206,204,0
900347,4803925051104,TROPICANAT,"TROPICANA TWISTER ORANGE 355ML",30079,200,210,206,201,0
900348,4803925051142,TROPICANAJ,"TROPICANA JUICY PULP 355ML    ",30079,200,210,206,201,0
900349,4803925051197,TROPICANAF,"TROPICANA FRUIT BURST 355ML   ",30079,200,210,206,201,0
900350,4803925260216,TROPICANAC,"TROPICANA COCO QUENCH 1L      ",30079,200,210,206,204,0
900351,4803925260124,TROPICANAT,"TROPICANA TWISTER ORANGE 1L   ",30079,200,210,206,201,0
900352,4803925260117,TROPICANAJ,"TROPICANA JUICY PULP 1L       ",30079,200,210,206,201,0
900353,4803925260186,TROPICANAF,"TROPICANA FRUIT BURST 1L      ",30079,200,210,206,201,0
900354,4803925270109,LIPTONLEMO,"LIPTON LEMON ICE TEA 450ML    ",30079,200,210,208,201,0
900355,4803925270116,LIPTONREDT,"LIPTON RED TEA 450ML          ",30079,200,210,208,201,0
900356,4803925270147,LIPTONGREE,"LIPTON GREEN ICE TEA 450ML    ",30079,200,210,208,201,0
900357,4803925011108,LIPTONLEMO,"LIPTON LEMON ICE TEA 1.5L     ",30079,200,210,208,201,0
900358,4803925011122,LIPTONREDT,"LIPTON RED TEA 1.5L           ",30079,200,210,208,201,0
900359,4803925033438,STINGPOWER,"STING POWER PACQ 330ML        ",30079,200,210,204,205,0
900360,4803925251481,STINGPOWER,"STING POWER LIME 330ML        ",30079,200,210,204,205,0
900361,4803925033421,STINGSTRAW,"STING STRAWBERRY 330ML        ",30079,200,210,204,205,0
900362,8801056154011,"MILKISML  ","MILKIS 250ML                  ",30079,200,210,207,202,0
900363,8801056290016,LETSBECAFE,"LETS BE CAFE AU LAIT 175 ML   ",30079,200,210,203,201,0
900364,8801056041878,LETSBEMOCH,"LETS BE MOCHA LATTE 175ML     ",30079,200,210,203,201,0
900365,8801056003562,LETSBECHOC,"LETS BE CHOCO LATTE 175ML     ",30079,200,210,203,201,0
900366,76164231,MARLBORORE,"MARLBORO RED SP               ",30084,300,310,304,303,0
900367,76164217,MARLBORORE,"MARLBORO RED FTB              ",30084,300,310,304,303,0
900368,95506562,MARLBORORE,"MARLBORO RED FTB 10S          ",30084,300,310,304,303,0
900370,76164019,MARLBOROLI,"MARLBORO LIGHTS SP            ",30084,300,310,304,303,0
900371,76239878,MARLBOROLI,"MARLBORO LIGHTS FTB           ",30084,300,310,304,303,0
900372,95506579,MARLBOROLG,"MARLBORO LGHTSFTB10S          ",30084,300,310,304,303,0
900374,76164088,MARLBOROLG,"MARLBORO LGHTMNTHLSP          ",30084,300,310,304,303,0
900375,76239625,MARLBOROLG,"MARLBORO LGHTMNTLFTB          ",30084,300,310,304,303,0
900376,95506630,MARLBOROLT,"MARLBORO LTMNTLFTB10          ",30084,300,310,304,303,0
900377,95509433,MARLBOROBL,"MARLBORO BLK FTB              ",30084,300,310,304,303,0
900378,95509495,MARLBOROBL,"MARLBORO BLK 10S              ",30084,300,310,304,303,0
900379,76164132,"PMSSP     ","PM100S SP                     ",30084,300,310,304,303,0
900380,40235141,"PMSFTBS   ","PM100S FTB 20S                ",30084,300,310,304,303,0
900381,48041799,"PMSSPS    ","PM100S SP 10S                 ",30084,300,310,304,303,0
900383,48037105,FORTUNEULT,"FORTUNE ULTRA FF KS SP        ",30084,300,310,304,305,0
900384,48039192,FORTUNEEXT,"FORTUNE EXTRA FF SP           ",30084,300,310,304,305,0
900385,48039185,FORTUNEXTR,"FORTUNE XTRAMNTL100S          ",30084,300,310,304,305,0
900386,48039178,FORTUNEXTR,"FORTUNE XTRAMNTL SP           ",30084,300,310,304,305,0
900387,48041294,FORTUNEXTR,"FORTUNE XTRAFF FTB            ",30084,300,310,304,305,0
900388,48041539,FORTUNEXTR,"FORTUNE XTRAFTB10S            ",30084,300,310,304,305,0
900389,48041546,FORTUNEXTR,"FORTUNE XTRASLVERFTB          ",30084,300,310,304,305,0
900390,48041577,FEKSFTBSSI,"FEKSFTB 10S SILVER            ",30084,300,310,304,305,0
900391,48033695,"HOPESSP   ","HOPE 100S SP                  ",30084,300,310,304,303,0
900392,48033718,HOPEMENTHO,"HOPE MENTHOL KS SP            ",30084,300,310,304,303,0
900393,7933624,WONKANERDG,"WONKA NERD GRAPESTRWBRY 1.65OZ",50006,200,230,214,208,0
900394,7935729,WONKANERDA,"WONKA NERD APL WTRMLN 1.65OZ  ",50006,200,230,214,208,0
900395,7928923,WONKANERDZ,"WONKA NERDZ SURFTURF 1.65OZ   ",50006,200,230,214,208,0
900396,79200230401,WONKAGOBST,"WONKA GOBSTOPPER 1.77OZ       ",50006,200,230,214,204,0
900397,79200115364,WONKAPIXYS,"WONKA PIXY STIX GIANT 1.0OZ   ",50006,200,230,214,208,0
900399,71567990189,JELLYBELLY,"JELLY BELLY ASSORTED PYRAMID  ",50006,200,230,214,208,0
900402,2233903,ORBITWHITE,"ORBIT WHITE 10PC              ",50007,200,230,214,202,0
900403,22000009616,ORBITSWEET,"ORBIT SWEETMINT 10PC          ",50007,200,230,214,202,0
900404,22000003409,ORBITWHITE,"ORBIT WHITE 18PC              ",50007,200,230,214,202,0
900405,22000009593,ORBITSWEET,"ORBIT SWEETMINT 18PC          ",50007,200,230,214,202,0
900406,22000004109,ORBITWHITE,"ORBIT WHITE 40PC              ",50007,200,230,214,202,0
900408,22000009609,ORBITSWEET,"ORBIT SWEETMINT 40PC          ",50007,200,230,214,202,0
900409,8997018480820,DMMINTSWIN,"DM MINTS WINTERFROST 35PC     ",50007,200,230,214,201,0
900410,8997018480769,DMMINTSPEP,"DM MINTS PEPPERMINT 35PC      ",50007,200,230,214,201,0
900411,8997018480790,DMMINTSSPE,"DM MINTS SPEARMINT 35PC       ",50007,200,230,214,201,0
900413,22000006431,SUGUSAPPLE,"SUGUS APPLE 10PC              ",50007,200,230,214,208,0
900414,22000006448,SUGUSORANG,"SUGUS ORANGE 10PC             ",50007,200,230,214,208,0
900415,22000006455,SUGUSSTRAW,"SUGUS STRAWBERRY 10PC         ",50007,200,230,214,208,0
900417,4016007,SKITTLESOR,"SKITTLES ORIGINAL61.5G        ",50007,200,230,214,208,0
900418,4016201,SKITTLESWI,"SKITTLES WILDBERRY 61.5G      ",50007,200,230,214,208,0
900419,4016308,SKITTLESTR,"SKITTLES TROPICAL 61.5G       ",50007,200,230,214,208,0
900420,2272300,JUICYFRUIT,"JUICY FRUIT 7 STICK           ",50007,200,230,214,202,0
900421,2272203,DOUBLEMINT,"DOUBLEMINT 7 STICK            ",50007,200,230,214,202,0
900424,22000008510,"COOLAIRPC ","COOL AIR  10PC                ",50007,200,230,214,202,0
900425,2285304,JUICYFRUIT,"JUICY FRUIT 10PC              ",50007,200,230,214,202,0
900426,2216906,DOUBLEMINT,"DOUBLEMINT 10PC               ",50007,200,230,214,202,0
900428,22000002587,COOLAIRMEN,"COOLAIR MENTHOL 25PC          ",50007,200,230,214,202,0
900429,22000004376,JUICYFRUIT,"JUICY FRUIT 25PC BAG          ",50007,200,230,214,202,0
900430,22000004093,DOUBLEMINT,"DOUBLEMINT 25PC BAG           ",50007,200,230,214,202,0
900431,22000007933,COOLAIRMEN,"COOLAIR MENTHOL 40PC          ",50007,200,230,214,202,0
900432,22000004390,DOUBLEMINT,"DOUBLEMINT 40PC BTL           ",50007,200,230,214,202,0
900434,4800040211222,RICOACHOCO,"RICOA CHOCO FLAT TOPS 30S 150G",30007,200,230,215,207,0
900435,4800040211239,RICOACHOCO,"RICOA CHOCO FLAT TOPS 10S 50G ",30007,200,230,215,207,0
900436,4800040211123,RICOACURLY,"RICOA CURLYTOPS 12S 60G       ",30007,200,230,215,207,0
900437,4800040211116,RICOACURLY,"RICOA CURLY TOPS 24S BOX 120G ",30007,200,230,215,207,0
900438,4800040211130,RICOACURLY,"RICOA CURLYTOPS 30S 150G      ",30007,200,230,215,207,0
900439,4800040211147,RICOACURLY,"RICOA CURLYTOPS 10S 50G       ",30007,200,230,215,207,0
900440,4800040112062,CAFEPUROEC,"CAFE PURO ECONO25G            ",30007,200,250,226,206,0
900441,4800040113038,CAFEPUROIN,"CAFE PURO INSTANT2G           ",30007,200,250,226,206,0
900442,4800040115025,CAFEPUROIN,"CAFE PURO 3IN1COF15G          ",30007,200,250,226,206,0
900443,4800040115049,CAFEPUROIN,"CAFE PURO 3IN1STK15G          ",30007,200,250,226,206,0
900444,4800040115018,CAFEPUROCO,"CAFE PURO COFFEE4IN1          ",30007,200,250,226,210,0
900445,4800040314411,FIBISCOCHO,"FIBISCO CHOCO CHIPS COOKIES36G",30007,200,260,230,201,0
900446,4800040314428,FIBISCOCHO,"FIBISCO CHOCO CHIP COOKIES 80G",30007,200,260,230,201,0
900447,4800040351416,CHOCOLATEC,"CHOCOLATE CRUNCHIES 6PCS 60G  ",30007,200,260,230,201,0
900448,4800040352314,CHOCOMALLO,"CHOCO MALLOWS CELPHNE 100G    ",30007,200,260,230,201,0
900449,4800040352413,FIBISCOCHO,"FIBISCO CHOCOLATE MALLOWS 36G ",30007,200,260,230,201,0
900450,4800040311410,FIBISCOBUT,"FIBISCO BUTTER COOKIES 70G    ",30007,200,260,230,201,0
900451,4800040342414,"HIROGPACK ","HIRO 80G PACK                 ",30007,200,260,230,201,0
900452,8850389100684,MOGUMOGULY,"MOGU MOGU LYCHEE 320ML        ",30008,200,210,206,201,0
900453,8850389101391,MOGUMOGUGR,"MOGU MOGU GRAPE 320ML         ",30008,200,210,206,201,0
900454,8850389100691,MOGUMOGUST,"MOGU MOGU STRAWBERRY 320ML    ",30008,200,210,206,201,0
900455,8850389106273,MOGUMOGUCO,"MOGU MOGU COCONUT 320ML       ",30008,200,210,206,201,0
900456,8990333166042,LOTTEXYLIT,"LOTTE XYLITOL LIMEMINT 30G    ",30009,200,230,214,202,0
900457,8990333166059,LOTTEXYLIT,"LOTTE XYLITOLFRESHMINT30G     ",30009,200,230,214,202,0
900458,8990333166073,LOTTEXYLIT,"LOTTE XYLITOL BLUBERYMINT30G  ",30009,200,230,214,202,0
900459,8990333162044,LOTTEXYLIT,"LOTTE XYLITOL LIME MINT 12G   ",30009,200,230,214,202,0
900460,8990333162051,LOTTEXYLIT,"LOTTE XYLITOL FRESHMINT 12G   ",30009,200,230,214,202,0
900461,8990333162075,LOTTEXYLIT,"LOTTE XYLITOLBLUBERRYMINT 12G ",30009,200,230,214,202,0
900462,8801062118274,LOTTESPOUT,"LOTTE SPOUT SPEARMINT 14G     ",30009,200,230,214,202,0
900463,8801062118298,LOTTESPOUT,"LOTTE SPOUT PEPPERMINT 14G    ",30009,200,230,214,202,0
900464,8801062118250,LOTTESPOUT,"LOTTE SPOUT CINNAMON 14G      ",30009,200,230,214,202,0
900465,8852008610192,LOTTESTICK,"LOTTE 5 STICK BLUEBERRY 14G   ",30009,200,230,214,202,0
900466,8852008610185,LOTTESTICK,"LOTTE 5 STICK STRWBRY 14G     ",30009,200,230,214,202,0
900467,8852008000894,LOTTESTICK,"LOTTE 5 STICK APPLE 14G       ",30009,200,230,214,202,0
900468,8852008300116,LOTTEKOALA,"LOTTE KOALAS MARCH CHOCO 41G  ",30009,200,260,230,201,0
900469,8852008300130,LOTTEKOALA,"LOTTE KOALAS MARCH STRAW 41G  ",30009,200,260,230,201,0
900470,8852008300741,LOTTEKOALA,"LOTTE KOALAS MARCH CRMMILK 41G",30009,200,260,230,201,0
900471,8801062267675,LOTTEPEPER,"LOTTE PEPERO CHOCOLATE 47G    ",30009,200,260,230,204,0
900472,8801062267699,LOTTEPEPER,"LOTTE PEPERO NUDE 50G         ",30009,200,260,230,204,0
900473,8801062267712,LOTTEPEPER,"LOTTE PEPERO ALMOND 36G       ",30009,200,260,230,204,0
900474,8801062168279,LOTTECHOCO,"LOTTE CHOCO PIE 28G           ",30009,200,260,230,201,0
900475,4800220531355,TANDUAYALC,"TANDUAY ALCO330ML             ",30010,300,310,303,306,0
900476,4800014148080,SUMMITMINE,"SUMMIT MINERAL WATER350ML     ",30010,200,210,209,202,0
900477,4800014141081,SUMMITMINE,"SUMMIT MINERAL WATER 500ML    ",30010,200,210,209,202,0
900478,4800220531362,TANDUAYRED,"TANDUAYREDMIR330ML            ",30010,300,310,303,306,0
900479,4800220531379,TANDUAYBLU,"TANDUAYBLUE330ML              ",30010,300,310,303,306,0
900480,4800014144082,ABSOLUTEDI,"ABSOLUTE DISTILLED WATER 500ML",30010,200,210,209,201,0
900481,4800014147083,ABSOLUTEDI,"ABSOLUTE DISTILLED WATER 350ML",30010,200,210,209,201,0
900482,4800220503154,TANDUAYYRS,"TANDUAY5YRS750ML              ",30010,300,310,303,307,0
900483,4800220503253,TANDUAYYRS,"TANDUAY5YRS375ML              ",30010,300,310,303,307,0
900484,4800014142088,SUMMITMINE,"SUMMIT MINERAL WATER 1000ML   ",30010,200,210,209,202,0
900485,4800220559151,TANDUAYWHI,"TANDUAYWHITE750ML             ",30010,300,310,303,303,0
900486,4800014143085,SUMMITMINE,"SUMMIT MINERAL WATER 1500ML   ",30010,200,210,209,202,0
900487,4800220503451,TANDUAYYRS,"TANDUAY5YRS250ML              ",30010,300,310,303,307,0
900488,4800220572754,BORACAYCAP,"BORACAYCAP700ML               ",30010,300,310,303,307,0
900489,4800220517755,TANDUAYYRS,"TANDUAY12YRSSUP700ML          ",30010,300,310,303,307,0
900490,4800014700004,ABSOLUTEPU,"ABSOLUTE PURE DISTILLED 6L    ",30010,200,210,209,201,0
900492,4800014145089,ABSOLUTEDI,"ABSOLUTE DISTILL WATER 1000ML ",30010,200,210,209,201,0
900493,4800220583750,BORACAYMEL,"BORACAYMEL700ML               ",30010,300,310,303,307,0
900494,4800014146086,ABSOLUTEDI,"ABSOLUTE DISTILLEDWATER 1500ML",30010,200,210,209,201,0
900495,4800220573751,BORACAYCOC,"BORACAYCOCO700ML              ",30010,300,310,303,307,0
900496,4800611546760,COBRAENERG,"COBRA ENERGY DRINK350ML       ",30010,200,210,204,205,0
900497,4800220588755,TANDUAYCTL,"TANDUAYCTLMARGA700ML          ",30010,300,310,303,306,0
900498,4800220579753,MARDIGRASO,"MARDIGRASORA700ML             ",30010,300,310,303,306,0
900499,4800220591755,TANDUAYSBE,"TANDUAYSBERRY700ML            ",30010,300,310,303,306,0
900500,4800220589752,TANDUAYMOJ,"TANDUAYMOJITO700ML            ",30010,300,310,303,306,0
900501,4800220561758,COSVODKAML,"COSVODKA700ML                 ",30010,300,310,303,310,0
900502,4800220569754,MARDIGRASC,"MARDIGRASCHOCO700ML           ",30010,300,310,303,306,0
900503,4800220590758,TANDUAYBLU,"TANDUAYBLUMAI700ML            ",30010,300,310,303,306,0
900504,4800220545758,TANDUAYYRS,"TANDUAY15YRS700ML             ",30010,300,310,303,307,0
900505,4800014707515,SUMMITNATU,"SUMMIT NATURAL SPRINGWATER 6L ",30010,200,210,209,202,0
900506,4800611223579,COBRASMART,"COBRA SMART ENERGY DRINK350ML ",30010,200,210,204,205,0
900507,8851028000808,VITAMILKCH,"VITAMILK CHOCOSHAKE300ML      ",30010,200,210,207,202,0
900508,8851028000945,VITAMILKSO,"VITAMILK SOYMILK ORIG 300ML   ",30010,200,210,207,202,0
900509,8851028001614,VITAMILKEN,"VITAMILK ENERGY 300ML         ",30010,200,210,207,202,0
900510,4800611000279,PLUSREGGRP,"100PLUSREG GRPEFRT DRINK500ML ",30010,200,210,204,204,0
900511,4800611223807,COBRAFITEN,"COBRA FIT ENERGY DRINK 350ML  ",30010,200,210,204,205,0
900512,49724615,SUPERMINIF,"SUPER 25 MINI FILTER          ",30011,300,310,304,301,0
900513,4800279108010,TARSHIELDM,"TARSHIELD MINI FILTER         ",30011,300,310,304,301,0
900514,4806506050015,SOLAICEDTE,"SOLA ICED TEA LEMON 473 ML    ",30012,200,210,208,201,0
900515,4806506050220,SOLAICEDTE,"SOLA ICED TEA RASPBERRY 473 ML",30012,200,210,208,201,0
900516,4806506050114,SOLAICEDTE,"SOLA ICED TEA PEACH 473ML     ",30012,200,210,208,201,0
900517,88130994659,ARIZONALEM,"ARIZONA LEMON TEA CAN 458ML   ",30013,200,210,208,201,0
900518,73360709203,ARIZONAPEA,"ARIZONA PEACH TEA CAN 458ML   ",30013,200,210,208,201,0
900519,613008715243,ARIZONAGRE,"ARIZONA GREEN TEA CAN 458ML   ",30013,200,210,208,201,0
900520,613008730895,ARIZONAARN,"ARIZONA ARNOLD PALMER TEA591ML",30013,200,210,208,201,0
900521,613008732288,ARIZONARAS,"ARIZONA RASPBERRY TEA 591ML   ",30013,200,210,208,201,0
900522,613008731021,ARIZONABLB,"ARIZONA BLBRY WHT TEA 591ML   ",30013,200,210,208,201,0
900523,613008731045,ARIZONAPIN,"ARIZONA PINACOLADA 591ML      ",30013,200,210,206,201,0
900524,613008725778,ARIZONAWAT,"ARIZONA WATERMELON 591ML      ",30013,200,210,206,201,0
900525,613008725754,ARIZONAFRU,"ARIZONA FRUIT PUNCH 591ML     ",30013,200,210,206,201,0
900526,4800602060503,"EOCMANGOG ","EOC MANGO 35G                 ",30014,200,250,227,203,0
900527,4800602060237,EOCORNGMAN,"EOC ORNG MANGO 35G            ",30014,200,250,227,203,0
900528,4800602060251,EOCPINEAPP,"EOC PINEAPPLE 35G             ",30014,200,250,227,203,0
900529,4800602055615,EOCPONKANA,"EOC PONKANA 35G               ",30014,200,250,227,203,0
900530,4800602060244,EOCORANGEG,"EOC ORANGE 35G                ",30014,200,250,227,203,0
900531,4800602053215,EOCORANGEG,"EOC ORANGE 440G               ",30014,200,250,227,203,0
900532,4800602053505,"EOCMANGOG ","EOC MANGO 440G                ",30014,200,250,227,203,0
900533,4800602053239,EOCORNGMAN,"EOC ORNG MANGO 440G           ",30014,200,250,227,203,0
900534,4800602053253,EOCPINEAPP,"EOC PINEAPPLE 440G            ",30014,200,250,227,203,0
900535,4800602053604,EOCPONKANA,"EOC PONKANA 440G              ",30014,200,250,227,203,0
900536,4800602050214,EOCORANGEG,"EOC ORANGE 220G               ",30014,200,250,227,203,0
900537,4800602050504,"EOCMANGOG ","EOC MANGO 220G                ",30014,200,250,227,203,0
900538,4800602050238,EOCORNGMAN,"EOC ORNG MANGO 220G           ",30014,200,250,227,203,0
900539,4800602050252,EOCPINEAPP,"EOC PINEAPPLE 220G            ",30014,200,250,227,203,0
900540,4800602050603,EOCPONKANA,"EOC PONKANA 220G              ",30014,200,250,227,203,0
900541,4800602060138,EOCAPPLETE,"EOC APPLE TEA 25G             ",30014,200,250,227,203,0
900542,4800602060152,EOCLEMONTE,"EOC LEMON TEA 25G             ",30014,200,250,227,203,0
900543,4800602053130,EOCAPPLETE,"EOC APPLE TEA 400G            ",30014,200,250,227,203,0
900544,4800602053413,EOCLEMONTE,"EOC LEMON TEA 400G            ",30014,200,250,227,203,0
900545,4801981109180,MINUTEMAID,"MINUTE MAID ORANGE 1000ML     ",30014,200,210,206,201,0
900546,4801981109197,MINUTEMAID,"MINUTE MAID MNG ORANGE 1L     ",30014,200,210,206,201,0
900547,4801981109210,MINUTEMAID,"MINUTE MAID FOUR SEASONS 1L   ",30014,200,210,206,201,0
900548,4801981125227,MINUTEMAID,"MINUTE MAID FOURSEASONS 330ML ",30014,200,210,206,201,0
900549,4801981125180,MINUTEMAID,"MINUTE MAID ORANGE 330 ML     ",30014,200,210,206,201,0
900550,4801981125197,MINUTEMAID,"MINUTE MAID MNG ORANGE 330 ML ",30014,200,210,206,201,0
900551,4801981109616,REALLEAFHO,"REAL LEAF HONEY APPLE 1000 ML ",30014,200,210,208,201,0
900552,4801981109609,REALLEAFHO,"REAL LEAF HONEY LEMON 1000 ML ",30014,200,210,208,201,0
900553,4801981109623,REALLEAFHO,"REAL LEAF HONEY LYCHEE 1000 ML",30014,200,210,208,201,0
900554,4800602020422,REALLEAFFR,"REAL LEAF FRUTCYLMN ICE 480 ML",30014,200,210,208,201,0
