sku,upc,short_description,description,vendor,dept_code,sub_dept,class,sub_class,set_code
901969,2500219019698,NIMIKBEAUT,"NIMIK BEAUTY IMPLEMENTS 07    ",50021,400,410,406,406,0
901970,2500219019704,NIMIKBEAUT,"NIMIK BEAUTY IMPLEMENTS 08    ",50021,400,410,407,403,0
901971,2500219019711,NIMIKHAIRA,"NIMIK HAIR ACCESSORIES 01     ",50021,400,410,407,403,0
901972,2500219019728,NIMIKHAIRA,"NIMIK HAIR ACCESSORIES 02     ",50021,400,410,407,403,0
901973,2500219019735,NIMIKHAIRA,"NIMIK HAIR ACCESSORIES 03     ",50021,400,410,407,403,0
901974,2500219019742,NIMIKHAIRA,"NIMIK HAIR ACCESSORIES 04     ",50021,400,410,407,403,0
901975,2500219019759,NIMIKHAIRA,"NIMIK HAIR ACCESSORIES 05     ",50021,400,410,407,403,0
901976,2500219019766,NIMIKHAIRA,"NIMIK HAIR ACCESSORIES 06     ",50021,400,410,407,403,0
901977,2500219019773,NIMIKHAIRA,"NIMIK HAIR ACCESSORIES 07     ",50021,400,410,407,403,0
901978,2500219019780,NIMIKHAIRA,"NIMIK HAIR ACCESSORIES 08     ",50021,400,410,407,403,0
901979,2500219019797,NIMIKHAIRA,"NIMIK HAIR ACCESSORIES 09     ",50021,400,410,407,403,0
901980,2500219019803,NIMIKHAIRA,"NIMIK HAIR ACCESSORIES 10     ",50021,400,410,407,403,0
901981,2500219019810,NIMIKHAIRA,"NIMIK HAIR ACCESSORIES 11     ",50021,400,410,407,403,0
901982,4800111007952,GOLDILOCKS,"GOLDILOCKS PIK A POP 35G      ",30035,200,260,234,203,0
901983,4800111007969,GOLDILOCKS,"GOLDILOCKS PIK A POP 75G      ",30035,200,260,234,203,0
901984,731126101080,NAGARAYAOR,"NAGARAYA ORIGINAL BUTTER 80G  ",30082,200,260,234,202,0
901985,731126101165,NAGARAYAOR,"NAGARAYA ORIGINAL BUTTER 160G ",30082,200,260,234,202,0
901986,731126102087,NAGARAYAAD,"NAGARAYA ADOBO 80G            ",30082,200,260,234,202,0
901987,731126102162,NAGARAYAAD,"NAGARAYA ADOBO 160G           ",30082,200,260,234,202,0
901988,731126103084,NAGARAYABA,"NAGARAYA BARBEQUE 80G         ",30082,200,260,234,202,0
901989,731126103169,NAGARAYABA,"NAGARAYA BARBEQUE 160G        ",30082,200,260,234,202,0
901990,731126104081,NAGARAYAGA,"NAGARAYA GARLIC 80G           ",30082,200,260,234,202,0
901991,731126104166,NAGARAYAGA,"NAGARAYA GARLIC 160G          ",30082,200,260,234,202,0
901992,731126105088,NAGARAYAHO,"NAGARAYA HOT AND SPICY 80G    ",30082,200,260,234,202,0
901993,731126105163,NAGARAYAHO,"NAGARAYA HOT AND SPICY 160G   ",30082,200,260,234,202,0
901994,4800523220123,RICHEEMILK,"RICHEE MILK 60g               ",30038,200,260,236,202,0
901995,4809011681392,BOYBAWANGC,"BOY BAWANG CHILI CHEESE 100G  ",30088,200,260,234,202,0
901996,4809011681378,BOYBAWANGG,"BOY BAWANG GARLIC 100G.       ",30088,200,260,234,202,0
901997,4809011681507,BOYBAWANGB,"BOY BAWANG BBQ 100G.          ",30088,200,260,234,202,0
901998,4809011681095,BOYBAWANGA,"BOY BAWANG ADOBO 100G.        ",30088,200,260,234,202,0
901999,4800631681311,BOYBAWANGL,"BOY BAWANG LECHON MANOK 100G. ",30088,200,260,234,202,0
902000,4809011681194,BOYBAWANGH,"BOY BAWANG HOT GARLIC 100G.   ",30088,200,260,234,202,0
902001,4809011681439,BOYBAWANGC,"BOY BAWANG CHICHACORN 100G.   ",30088,200,260,234,202,0
902002,2300229020024,BOTTLEDEPO,"BOTTLE DEPOSIT 330ML          ",30022,300,310,301,303,0
902003,2300229020031,BOTTLEDEPO,"BOTTLE DEPOSIT 1L             ",30022,300,310,301,303,0
902004,2300229020048,BOTTLEDEPO,"BOTTLE DEPOSIT 500ML          ",30022,300,310,301,303,0
902005,2300229020055,SHELLDEPOS,"SHELL DEPOSIT                 ",30022,300,310,301,303,0
902006,2500219020069,NIMIKHAIRA,"NIMIK HAIR ACCESSORIES 12     ",50021,400,410,407,403,0
902007,4902888117053,MORINAGADA,"MORINAGA DARSMLK 45G          ",30086,200,230,215,201,0
902008,4901005116559,GLICOPKYCH,"GLICO PKY CHBY CHOC           ",30086,200,260,230,201,0
902009,4902555131351,FUJIYACNTR,"FUJIYA CNTRY VNILLA           ",30086,200,260,230,201,0
902010,4902105003381,NISSINCUPC,"NISSIN CUP CURY BIG 118G      ",30086,200,270,238,201,0
902011,4902105003374,NISSINCUPN,"NISSIN CUP NDL BG 99G         ",30086,200,270,238,201,0
902012,4902105042908,NISSINYKSB,"NISSIN YKSB UFO BG 168G       ",30086,200,270,238,201,0
902013,4902881404532,MYOJOIPPEI,"MYOJO IPPEICHAN SOBA MORI 175G",30086,200,270,238,201,0
902014,4901360272877,BOURBONPUC,"BOURBON PUCHKRNGSH 45G        ",30086,200,260,236,205,0
902015,4901330573041,CALBEEJGRK,"CALBEE JGRKO SLD 60G          ",30086,200,260,236,205,0
902016,4901330105556,CALBEEKAPP,"CALBEE KAPPAEBISEN 90G        ",30086,200,260,236,205,0
902017,4901330523145,CALBEEPOTA,"CALBEE POTATOCHIPS CONSUME 70G",30086,200,260,236,205,0
902018,4901330502881,CALBEEPTTO,"CALBEE PTTO CHPS USSHIO 70G   ",30086,200,260,236,205,0
902019,4901550366072,KABAYASKSK,"KABAYA SKSK CRNCHY BSC 53G    ",30086,200,290,201,201,0
902020,4971749111790,KADOCHOCST,"KADO CHOC STCKS 11PCS         ",30086,200,290,201,201,0
902021,4902155044044,NIKKOSEIKA,"NIKKO SEIKA CHOC CRP 50G      ",30086,200,290,201,201,0
902022,4901638673801,SHOEIPNTBL,"SHOEI PNT BLK CHOC 80G        ",30086,200,290,201,201,0
902023,4902443529772,TOHATOMXCN,"TOHATO MXCN CHP 90G           ",30086,200,290,201,202,0
902024,4972151037555,FMKTSMTAKT,"FM KTSMTA KTSB RICE CRCKR 100G",30086,200,290,201,202,0
902025,4901638673795,FMSHOEIDLC,"FM SHOEI DLCI MINI CHOC BAR 60",30086,200,290,201,201,0
902026,4971749111783,FMKADOSNCK,"FM KADO SNCK AJI SPCY STCK 85G",30086,200,290,201,202,0
902027,4901638673818,FMSHOEIDLC,"FM SHOEI DLCI BTTR CHOC RNG 70",30086,200,290,201,201,0
902028,4904566201634,FMDMOTOSHK,"FM DMOTO SHKHN RSTD CHSTNT 47G",30086,200,290,201,202,0
902029,4901353044313,FMKINGODOS,"FM KINGODO SHYU RCE CRCKR 72G ",30086,200,290,201,202,0
902030,4972151037562,FMKATSUMAT,"FM KATSUMATA PNT RCE CRCKR 90G",30086,200,290,201,202,0
902031,4901940066179,FMTHTOCRML,"FM THTO CRML CRN W/RSTD PNT 80",30086,200,290,201,202,0
902032,4901638673825,FMSHOEIDLC,"FM SHOEI DLCI WHEAT CHOC 70G  ",30086,200,290,201,201,0
902033,82184090466,JACKDANIEL,"JACK DANIELS 750ML            ",50001,300,310,303,311,0
902035,8410162110004,FUNDADORGO,"FUNDADOR GOLD RESERVE 700ML   ",50001,300,310,303,301,0
902036,8410162100111,FUNDADORSO,"FUNDADOR SOLERA 1L            ",50001,300,310,303,301,0
902037,3012992562005,JOHNLEEBOU,"JOHN LEE BOURBON 700ML        ",50001,300,310,303,311,0
902038,4806507062147,LABELSCOTC,"LABEL 5 SCOTCH WHISKEY        ",50001,300,310,303,311,0
902039,7501054836391,SOMBRERONE,"SOMBRERO NEGRO 1L             ",50001,300,310,303,309,0
902040,83664871971,STOLIBLUEB,"STOLI BLUEBERRI 750ML         ",50001,300,310,303,310,0
902041,83664871285,STOLIGALAA,"STOLI GALA APLIK 750ML        ",50001,300,310,303,310,0
902042,5010677015615,BACARDICAR,"BACARDI CARTA BLANCA 750ML    ",50001,300,310,303,310,0
902043,795652110084,"JINROML   ","JINRO750ML                    ",50001,300,310,303,308,0
902044,8801048941001,JINROSOJUM,"JINRO SOJU 360ML              ",50001,300,310,303,308,0
902046,4901030517413,NAMACHOZOM,"NAMACHOZO 320ML               ",50001,300,310,303,308,0
902047,4901030305966,KIREIPLUMM,"KIREI PLUM 300ML              ",50001,300,310,303,308,0
902048,4901030317365,KIREIPEACH,"KIREI PEACH 300ML             ",50001,300,310,303,308,0
902049,4901030550113,SPARKLINGS,"SPARKLING SAKE 300ML          ",50001,300,310,303,308,0
902050,8000420031068,GANCIAASTI,"GANCIA ASTI 750ML             ",50001,300,310,305,301,0
902051,3438931006216,ELYSEEDEMI,"ELYSEE DEMI-SEC 750ML         ",50001,300,310,305,301,0
902052,9311043079009,HARDYSSTAM,"HARDYS STAMP 750ML            ",50001,300,310,305,302,0
902053,9311043078309,HARDYSVRML,"HARDYS VR 750ML               ",50001,300,310,305,302,0
902054,21296604130,PAULMSNCHA,"PAUL MSN CHABLIS 1L           ",50001,300,310,305,304,0
902055,21296604062,PAULMSNBUR,"PAUL MSN BURGUNDY 1L          ",50001,300,310,305,302,0
902056,9313748004591,GOSSIPSMOS,"GOSSIPS MOSCATO 750ML         ",50001,300,310,305,304,0
902057,9313748020232,GOSSIPSMER,"GOSSIPS MERLOT 750ML          ",50001,300,310,305,302,0
902058,9313748008278,GOSSIPSCSV,"GOSSIPS CSVGNON 750ML         ",50001,300,310,305,302,0
902059,9313748004607,GOSSIPSDOL,"GOSSIPS DOLCETTO 750ML        ",50001,300,310,305,302,0
902060,83120147879,FRANZIACAL,"FRANZIA CALI RED 750ML        ",50001,300,310,305,302,0
902061,41303610732,SMRFLDMERL,"SMRFLD MERLOT 750ML           ",50001,300,310,305,302,0
902062,41303610718,SMRFLDCSVG,"SMRFLD CSVGNON 750ML          ",50001,300,310,305,302,0
902063,4806014001448,DONAELENAR,"DONA ELENA REDWINE 750ML      ",50001,300,310,305,302,0
902064,4537715503800,CRAYONEYEL,"CRAYON EYELASH CURLIER 1002A  ",50022,400,410,403,401,0
902065,4537715517968,CRAYONEYEL,"CRAYON EYELASH CURLIER 1002A  ",50022,400,410,403,401,0
902066,4537715520418,CRAYONEYES,"CRAYON EYESHADOW C3E 1102     ",50022,400,410,403,401,0
902067,4537715520425,CRAYONEYES,"CRAYON EYESHADOW C3E 1103     ",50022,400,410,403,401,0
902068,4537715520432,CRAYONEYES,"CRAYON EYESHADOW C3E 1104     ",50022,400,410,403,401,0
902069,4537715520449,CRAYONEYES,"CRAYON EYESHADOW C3E 1105     ",50022,400,410,403,401,0
902070,4537715520807,CRAYONEYEL,"CRAYON EYELASH CEY 001        ",50022,400,410,403,401,0
902071,4537715520814,CRAYONEYEL,"CRAYON EYELASH CEY 002        ",50022,400,410,403,401,0
902072,4537715520821,CRAYONEYEL,"CRAYON EYELASH CEY 003        ",50022,400,410,403,401,0
902073,4537715520838,CRAYONEYEL,"CRAYON EYELASH CEY 004        ",50022,400,410,403,401,0
902074,4537715520845,CRAYONEYEL,"CRAYON EYELASH CEY 005        ",50022,400,410,403,401,0
902075,4537715520852,CRAYONEYEL,"CRAYON EYELASH CEY 006        ",50022,400,410,403,401,0
902076,4537715520869,CRAYONEYEL,"CRAYON EYELASH CEY 007        ",50022,400,410,403,401,0
902077,4537715520876,CRAYONEYEL,"CRAYON EYELASH CEY 008        ",50022,400,410,403,401,0
902078,4537715520883,CRAYONEYEL,"CRAYON EYELASH CEY 009        ",50022,400,410,403,401,0
902079,4537715520890,CRAYONEYEL,"CRAYON EYELASH CEY 010        ",50022,400,410,403,401,0
902080,4537715520906,CRAYONEYEL,"CRAYON EYELASH CEY 011        ",50022,400,410,403,401,0
902081,4537715520913,CRAYONEYEL,"CRAYON EYELASH CEY 012        ",50022,400,410,403,401,0
902082,4537715520920,CRAYONEYEL,"CRAYON EYELASH CEY 013        ",50022,400,410,403,401,0
902083,4537715520937,CRAYONEYEL,"CRAYON EYELASH CEY 014        ",50022,400,410,403,401,0
902084,4537715520944,CRAYONEYEL,"CRAYON EYELASH CEY 015        ",50022,400,410,403,401,0
902085,4537715520951,CRAYONEYEL,"CRAYON EYELASH CEY 016        ",50022,400,410,403,401,0
902086,4537715520968,CRAYONEYEL,"CRAYON EYELASH CEY 017        ",50022,400,410,403,401,0
902087,4537715520975,CRAYONEYEL,"CRAYON EYELASH CEY 018        ",50022,400,410,403,401,0
902088,4537715520982,CRAYONEYEL,"CRAYON EYELASH  CEY 019       ",50022,400,410,403,401,0
902089,4537715520999,CRAYONEYEL,"CRAYON EYELASH CEY 020        ",50022,400,410,403,401,0
902090,4537715993748,CRAYONMASK,"CRAYON MASKARA CMA 1201       ",50022,400,410,403,401,0
902091,4537715993755,CRAYONMASK,"CRAYON MASKARA CMA 1202       ",50022,400,410,403,401,0
902092,4537715993762,CRAYONMASK,"CRAYON MASKARA CMA 1203       ",50022,400,410,403,401,0
902093,4537715518316,CRAYONMASK,"CRAYON MASKARA CMA 1002       ",50022,400,410,403,401,0
902094,4537715503411,CRAYONEYEP,"CRAYON EYE PENCIL CEP 601     ",50022,400,410,403,401,0
902095,4537715503428,CRAYONEYEP,"CRAYON EYE PENCIL CEP 602     ",50022,400,410,403,401,0
902096,4537715503435,CRAYONEYEP,"CRAYON EYE PENCIL CEP 603     ",50022,400,410,403,401,0
902097,4537715504005,CRAYONEYEB,"CRAYON EYEBROW PENCIL CEB 801 ",50022,400,410,403,401,0
902098,4537715504029,CRAYONEYEB,"CRAYON EYEBROW PENCIL CEB 802 ",50022,400,410,403,401,0
902099,4537715504012,CRAYONEYEB,"CRAYON EYEBROW PENCIL CEB 803 ",50022,400,410,403,401,0
902100,4537715504159,CRAYONLIPS,"CRAYON LIPSTICK CLS 801       ",50022,400,410,403,401,0
902101,4537715504166,CRAYONLIPS,"CRAYON LIPSTICK CLS 802       ",50022,400,410,403,401,0
902102,4537715504173,CRAYONLIPS,"CRAYON LIPSTICK CLS 803       ",50022,400,410,403,401,0
902103,4537715504180,CRAYONLIPS,"CRAYON LIPSTICK CLS 804       ",50022,400,410,403,401,0
902104,4537715504203,CRAYONLIPG,"CRAYON LIPGLOSS CLG 801       ",50022,400,410,403,401,0
902105,4537715504210,CRAYONLIPG,"CRAYON LIPGLOSS CLG 802       ",50022,400,410,403,401,0
902106,4537715504227,CRAYONLIPG,"CRAYON LIPGLOSS CLG 803       ",50022,400,410,403,401,0
902107,4537715504234,CRAYONLIPG,"CRAYON LIPGLOSS CLG 804       ",50022,400,410,403,401,0
902108,4537715504296,CRAYONBLUS,"CRAYON BLUSH ON CCH 801       ",50022,400,410,403,401,0
902109,4537715504302,CRAYONBLUS,"CRAYON BLUSH ON CCH 802       ",50022,400,410,403,401,0
902110,4537715504319,CRAYONBLUS,"CRAYON BLUSH ON CCH 803       ",50022,400,410,403,401,0
902111,4537715504326,CRAYONBLUS,"CRAYON BLUSH ON CCH 804       ",50022,400,410,403,401,0
902112,4537715504067,CRAYONBLUS,"CRAYON BLUSH ON BRUSH CRY 809 ",50022,400,410,403,401,0
902113,4537715504050,CRAYONBLUS,"CRAYON BLUSH ON BRUSH CRY 808 ",50022,400,410,403,401,0
902114,4537715513755,CRAYONBLUS,"CRAYON BLUSH ON BRUSH CRY 613 ",50022,400,410,403,401,0
902115,4537715513656,CRAYONFOUN,"CRAYON FOUNDATION PUFF CRY 603",50022,400,410,403,401,0
902116,4537715513649,CRAYONFOUN,"CRAYON FOUNDATION PUFF CRY 602",50022,400,410,403,401,0
902117,4537715504388,CRAYONNAIL,"CRAYON NAIL ART PEN CAN 801   ",50022,400,410,403,406,0
902118,4537715504401,CRAYONNAIL,"CRAYON NAIL ART  PEN CAN 802  ",50022,400,410,403,406,0
902119,4537715504395,CRAYONNAIL,"CRAYON NAIL ART  PEN CAN 803  ",50022,400,410,403,406,0
902120,4537715504418,CRAYONNAIL,"CRAYON NAIL ART  PEN CAN 804  ",50022,400,410,403,406,0
902121,4537715504456,CRAYONNAIL,"CRAYON NAIL ART  PEN CAN 808  ",50022,400,410,403,406,0
902122,4537715520692,CRAYONNAIL,"CRAYON NAIL SEAL CNS 1102     ",50022,400,410,403,406,0
902123,4537715520708,CRAYONNAIL,"CRAYON NAIL SEAL CNS 1103     ",50022,400,410,403,406,0
902124,4537715520715,CRAYONNAIL,"CRAYON NAIL SEAL CNS 1104     ",50022,400,410,403,406,0
902125,4537715520722,CRAYONNAIL,"CRAYON NAIL SEAL CNS 1105     ",50022,400,410,403,406,0
902126,4537715520739,CRAYONNAIL,"CRAYON NAIL SEAL CNS 1106     ",50022,400,410,403,406,0
902127,4537715992482,CRAYONNAIL,"CRAYON NAIL CLIPPER CBG 1207  ",50022,400,410,403,406,0
902128,4537715992499,CRAYONNAIL,"CRAYON NAIL CLIPPER CBG 1208  ",50022,400,410,403,406,0
902129,4537715502919,CRAYONTOPC,"CRAYON TOP COAT CTC 501       ",50022,400,410,403,406,0
902130,4537715513427,CRAYONSHIN,"CRAYON SHINE BLOCK CKBF 601   ",50022,400,410,403,406,0
902131,4537715519474,CRAYONNAIL,"CRAYON NAIL POLISH CGN 1004   ",50022,400,410,403,406,0
902132,4537715519481,CRAYONNAIL,"CRAYON NAIL POLISH CGN 1005   ",50022,400,410,403,406,0
902134,4537715519511,CRAYONNAIL,"CRAYON NAIL POLISH CGN 1008   ",50022,400,410,403,406,0
902135,4537715992031,CRAYONNAIL,"CRAYON NAIL POLISH CGN 1201   ",50022,400,410,403,406,0
902136,4537715992048,CRAYONNAIL,"CRAYON NAIL POLISH CGN 1202   ",50022,400,410,403,406,0
902137,4537715992055,CRAYONNAIL,"CRAYON NAIL POLISH CGN 1203   ",50022,400,410,403,406,0
902138,4537715992062,CRAYONNAIL,"CRAYON NAIL POLISHCGN 1204    ",50022,400,410,403,406,0
902139,4537715992079,CRAYONNAIL,"CRAYON NAIL POLISH CGN 1205   ",50022,400,410,403,406,0
902140,4537715992093,CRAYONNAIL,"CRAYON NAIL POLISH CGN 1206   ",50022,400,410,403,406,0
902141,4537715992109,CRAYONNAIL,"CRAYON NAIL POLISH CGN 1207   ",50022,400,410,403,406,0
902142,4537715992086,CRAYONNAIL,"CRAYON NAIL POLISH CGN 1208   ",50022,400,410,403,406,0
902143,4800249909395,"CDOKNG    ","CDO KN 100G                   ",30087,200,240,219,205,0
902144,4800249908848,"CDOKNG    ","CDO KN 150G                   ",30087,200,240,219,205,0
902145,4800249011319,"HLCBG     ","HLCB 150G                     ",30087,200,240,219,205,0
902146,4800249902143,"CDOVSG    ","CDO VS 70G                    ",30087,200,240,219,205,0
902147,4800249908985,"CDOCLMG   ","CDO CLM 165G                  ",30087,200,240,219,205,0
902148,4800249006650,"SMCTG     ","SMCT 180G                     ",30087,200,240,219,203,0
902149,4800249006674,"SMCCTG    ","SMCCT 180G                    ",30087,200,240,219,203,0
902150,4800249008951,SANMARINOT,"SAN MARINO TUNA PAELLA 180G   ",30087,200,240,219,203,0
902151,4806522100015,SMARTBUDDY,"SMART BUDDY GSM 100           ",30090,400,430,401,401,0
902152,4806522100022,SMARTBUDDY,"SMART BUDDY GSM 300           ",30090,400,430,401,401,0
902153,4806522100039,SMARTBUDDY,"SMART BUDDY GSM 500           ",30090,400,430,401,401,0
902154,4806522100107,SMARTBROLO,"SMART BRO LOAD 100            ",30090,400,430,401,401,0
902155,4806522100114,SMARTBROLO,"SMART BRO LOAD 300            ",30090,400,430,401,401,0
902156,4800607100136,SUNREGULAR,"SUN REGULAR 50                ",30090,400,430,401,401,0
902157,4800607100020,SUNREGULAR,"SUN REGULAR 150               ",30090,400,430,401,401,0
902158,4800607100051,SUNREGULAR,"SUN REGULAR 300               ",30090,400,430,401,401,0
902159,4800607100167,"SUNCTU    ","SUN 24/7 CTU 100              ",30090,400,430,401,401,0
902160,4800607100303,"SUNCTU    ","SUN 24/7 CTU 150              ",30090,400,430,401,401,0
902161,4800607100310,"SUNCTU    ","SUN 24/7 CTU 450              ",30090,400,430,401,401,0
902162,4800607100228,"SUNTU     ","SUN 24/7 TU 50                ",30090,400,430,401,401,0
902163,4800607100174,"SUNTU     ","SUN 24/7 TU 150               ",30090,400,430,401,401,0
902164,4800607100013,SUNDAYLITE,"SUN DAYLITE CTU 100           ",30090,400,430,401,401,0
902165,4800607100389,SUNIDDTODO,"SUN IDD TODO 50               ",30090,400,430,401,401,0
902166,4800607100396,SUNIDDTODO,"SUN IDD TODO 100              ",30090,400,430,401,401,0
902167,4800607100204,SUNIDDTODO,"SUN IDD TODO 300              ",30090,400,430,401,401,0
902168,4800607100266,"SUNSULIT  ","SUN SULIT 30                  ",30090,400,430,401,401,0
902170,4800607100143,SUNSBWCARD,"SUN SBW CARD 50               ",30090,400,430,401,401,0
902171,4800607200379,SUNSBWCARD,"SUN SBW CARD 100              ",30090,400,430,401,401,0
902173,4806522100275,SMARTSUPER,"SMART SUPER SIM 3             ",30090,400,430,401,402,0
902174,2300849021746,SMARTBROSI,"SMART BRO SIM                 ",30090,400,430,401,402,0
902175,2300849021753,SMARTBUDDY,"SMART BUDDY MICRO SIM         ",30090,400,430,401,402,0
902176,4800607200225,SUNCTUSUPE,"SUN CTU SUPER VALUE SIM       ",30090,400,430,401,402,0
902177,48042772,MARLBOROIC,"MARLBORO ICE BLST MNTHL FTB20S",30084,300,310,304,303,0
902186,37000184799,PRINGLESLA,"PRINGLES LA SOUR CREAM 137G   ",30073,200,260,236,205,0
902187,37000184775,PRINGLESLA,"PRINGLES LA ORIG 137G         ",30073,200,260,236,205,0
902188,37000184836,PRINGLESLA,"PRINGLES LA CHEESE 137G       ",30073,200,260,236,205,0
902189,37000184256,PRINGLESLA,"PRINGLES LA BARBEQUE 137G     ",30073,200,260,236,205,0
902190,37000184591,PRINGLESLA,"PRINGLES LA PIZZA 137G        ",30073,200,260,236,205,0
902191,37000184959,PRINGLESSN,"PRINGLES SNACK ORIGINAL 40G   ",30073,200,260,236,205,0
902192,37000185062,PRINGLESSN,"PRINGLES SNCK SOUR CREAM 37 G ",30073,200,260,236,205,0
902193,4804888815017,TOBIADOBOP,"TOBI ADOBO PEANUTS 120G       ",30085,200,260,234,202,0
902194,4804888815024,TOBIGARLIC,"TOBI GARLIC PEANUTS 120G      ",30085,200,260,234,202,0
902195,4804888815048,TOBISPICED,"TOBI SPICED PEANUTS 120G      ",30085,200,260,234,202,0
902196,4804888815123,TOBIHONEYR,"TOBI HONEY ROASTED PNUTS120G  ",30085,200,260,234,202,0
902197,4804888815918,TOBISUNRIC,"TOBI SUNRICH GARLIC PNUTS120G ",30085,200,260,234,202,0
902198,4804888815062,TOBIDRYROA,"TOBI DRY ROASTED PEANUTS 120G ",30085,200,260,234,202,0
902199,4804888815109,TOBIONIONG,"TOBI ONION GARLIC PEANUTS 120G",30085,200,260,234,202,0
902200,4804888815512,TOBIPISTAC,"TOBI PISTACHIOS 50G           ",30085,200,260,234,202,0
902201,4804888815536,TOBIROASTE,"TOBI ROASTED CASHEW NUTS 50G  ",30085,200,260,234,202,0
902202,750515017818,MYSANFITAS,"MY SAN FITA SPREADZ BACON 25G ",30025,200,260,230,201,0
902203,750515017825,MYSANFITAS,"MY SAN FITA SPRDZ SPICYTUNA25G",30025,200,260,230,201,0
902204,750515017627,MYSANFITAS,"MY SAN FITA SPREADZ CHEESE 25G",30025,200,260,230,201,0
902205,2300229022059,SMPALEPILS,"SM PALE PILSEN 1L SHL DEPOSIT ",30022,300,310,301,303,0
902206,2300229022066,REDHORSEML,"RED HORSE 330ML BOTTLE DEPOSIT",30022,300,310,301,303,0
902207,2300229022073,REDHORSEML,"RED HORSE 330ML SHELL DEPOSIT ",30022,300,310,301,303,0
902208,2300229022080,REDHORSEML,"RED HORSE 500ML BOTTLE DEPOSIT",30022,300,310,301,303,0
902209,2300229022097,REDHORSEML,"RED HORSE 500ML SHELL DEPOSIT ",30022,300,310,301,303,0
902210,2300229022103,REDHORSELB,"RED HORSE 1L BOTTLE DEPOSIT   ",30022,300,310,301,303,0
902211,2300229022110,REDHORSEML,"RED HORSE 1000ML SHELL DEPOSIT",30022,300,310,301,303,0
902212,2300229022127,SUPERDRYML,"SUPER DRY 330ML BOTTLE DEPOSIT",30022,300,310,301,303,0
902213,2300229022134,SUPERDRYML,"SUPER DRY 330ML SHELL DEPOSIT ",30022,300,310,301,303,0
902214,2300229022141,PREMIUMALL,"PREMIUM ALL MALT 330ML BTLDPST",30022,300,310,301,303,0
902215,2300229022158,PREMIUMALL,"PREMIUM ALL MALT 330ML SHLDPST",30022,300,310,301,303,0
902216,2300229022165,CERVEZANEG,"CERVEZA NEGRA 330ML BTL DPST  ",30022,300,310,301,303,0
902217,2300229022172,CERVEZANEG,"CERVEZA NEGRA 330ML SHL DPST  ",30022,300,310,301,303,0
902218,2300229022189,SMLIGHTMLB,"SM LIGHT 330ML BOTTLE DEPOSIT ",30022,300,310,301,303,0
902219,2300229022196,SMLIGHTMLS,"SM LIGHT 330ML SHELL DEPOSIT  ",30022,300,310,301,303,0
902220,2300229022202,SMBEERAPPL,"SM BEER APPLE BTL DPST        ",30022,300,310,301,303,0
902221,2300229022219,SMBEERAPPL,"SM BEER APPLE SHL DPST        ",30022,300,310,301,303,0
902222,2300229022226,SMBEERLEMO,"SM BEER LEMON BTL DPST        ",30022,300,310,301,303,0
902223,2300229022233,SMBEERLEMO,"SM BEER LEMON SHELL DPST      ",30022,300,310,301,303,0
902224,2300229022240,SMSTRONGIC,"SM STRONG ICE 330ML BTL DPST  ",30022,300,310,301,303,0
902225,2300229022257,SMSTRONGIC,"SM STRONG ICE 330ML SHDPST    ",30022,300,310,301,303,0
902226,2300229022028,SMPALEPILS,"SM PALE PILSEN 320ML BTL DPST ",30022,300,310,301,303,0
902227,2300229022035,SMPALEPILS,"SM PALE PILSEN 320ML SHL DPST ",30022,300,310,301,303,0
902228,2300229022042,SMPALEPILS,"SM PALE PILSEN 1L BTL DEPOSIT ",30022,300,310,301,303,0
902229,2792822,LUCKIESORI,"LUCKIES ORIGINAL RED          ",30091,300,310,304,303,0
902230,2788625,LUCKIESMEN,"LUCKIES MENTHA                ",30091,300,310,304,303,0
902231,2500239022319,"GT        ","GT100                         ",30101,400,430,401,401,0
902232,2500239022326,"GT        ","GT300                         ",30101,400,430,401,401,0
902233,2500239022333,"GT        ","GT500                         ",30101,400,430,401,401,0
902234,2500239022340,"TM        ","TM50                          ",30101,400,430,401,401,0
902235,2500239022357,"TM        ","TM50                          ",30101,400,430,401,401,0
902236,2500239022364,"TM        ","TM50                          ",30101,400,430,401,401,0
902237,2500239022371,"TM        ","TM100                         ",30101,400,430,401,401,0
902238,2500239022388,"TM        ","TM100                         ",30101,400,430,401,401,0
902239,2500239022395,"TM        ","TM100                         ",30101,400,430,401,401,0
902240,2500239022401,"TIPIDD    ","TIPIDD25                      ",30101,400,430,401,401,0
902241,2500239022418,"TIPIDD    ","TIPIDD100                     ",30101,400,430,401,401,0
902242,2500239022425,"TIPIDD    ","TIPIDD200                     ",30101,400,430,401,401,0
902243,2500239022432,GLOBEBROAD,"GLOBE BROADBAND 3G            ",30101,400,430,401,404,0
902248,2500239022487,GLOBEBROAD,"GLOBE BROADBAND 4G            ",30101,400,430,401,404,0
902249,9555657300078,CBTLSPARKL,"CBTL SPARKLING TEA APPLE 330ML",50024,200,210,208,201,0
902250,9555657300085,CBTLSPARKL,"CBTL SPARKLING TEA BERRY 330ML",50024,200,210,208,201,0
902251,9555657300092,CBTLSPARKL,"CBTL SPARKLING TEA LEMON 330ML",50024,200,210,208,201,0
902256,2500239022562,GLOBETATTO,"GLOBE TATTOO 2 IN 1 SIM       ",30101,400,430,401,402,0
902257,4902008016433,FMCHOCOMAR,"FM CHOCO MARSMALLOW 65G       ",30086,200,290,201,201,0
